subject,completed,rt,acc,reward,instructions,block,trialinblock,overalltrial
30,1,1.02156943824615,1,high,caution,1,1,1
30,1,1.45581657445382,1,high,caution,1,2,2
30,1,0.399890326625423,1,high,caution,1,3,3
30,1,0.679174962373283,1,high,caution,1,4,4
30,1,2.07136988546528,1,high,caution,1,5,5
30,1,0.902096644063495,0,high,caution,1,6,6
30,1,0.803759738318257,0,high,caution,1,7,7
30,1,1.07545459564657,1,high,caution,1,8,8
30,1,1.49557024653189,1,high,caution,1,9,9
30,1,1.37559798927832,1,high,caution,1,10,10
30,1,3.31217610213044,1,high,caution,1,11,11
30,1,2.47265769596793,1,high,caution,1,12,12
30,1,2.16034745729402,1,high,caution,1,13,13
30,1,,,high,caution,1,14,14
30,1,1.67859889357984,1,high,caution,1,15,15
30,1,0.644091509119733,1,high,caution,1,16,16
30,1,0.881837428982847,1,high,caution,1,17,17
30,1,1.40809989306445,1,high,caution,1,18,18
30,1,0.646804049140101,0,high,caution,1,19,19
30,1,0.833330182099886,1,high,caution,1,20,20
30,1,0.973394360464963,1,low,caution,1,21,21
30,1,1.94567629643039,0,low,caution,1,22,22
30,1,1.26425090461836,1,low,caution,1,23,23
30,1,1.03718381343453,1,low,caution,1,24,24
30,1,0.768052257797007,1,low,caution,1,25,25
30,1,3.34599875868298,0,low,caution,1,26,26
30,1,0.838329637435316,1,low,caution,1,27,27
30,1,1.45639993289067,1,low,caution,1,28,28
30,1,2.3074426080796,1,low,caution,1,29,29
30,1,0.61146212768587,0,low,caution,1,30,30
30,1,1.96596024106878,1,low,caution,1,31,31
30,1,2.27172786020416,0,low,caution,1,32,32
30,1,,,low,caution,1,33,33
30,1,0.705883785919471,1,low,caution,1,34,34
30,1,1.88035116294482,1,low,caution,1,35,35
30,1,0.756753640550951,1,low,caution,1,36,36
30,1,1.31245225625237,0,low,caution,1,37,37
30,1,0.956941701409268,1,low,caution,1,38,38
30,1,0.608879107147926,0,low,caution,1,39,39
30,1,1.04792566871934,1,low,caution,1,40,40
30,1,0.797077319894447,1,high,speed,2,1,41
30,1,0.650590510337196,1,high,speed,2,2,42
30,1,0.634836861738474,1,high,speed,2,3,43
30,1,1.17650982169767,0,high,speed,2,4,44
30,1,0.594631710199991,1,high,speed,2,5,45
30,1,1.21947507077895,1,high,speed,2,6,46
30,1,0.928917983678713,0,high,speed,2,7,47
30,1,0.913110490532538,0,high,speed,2,8,48
30,1,0.541893052747496,1,high,speed,2,9,49
30,1,0.655900405853032,1,high,speed,2,10,50
30,1,1.41204023590396,1,high,speed,2,11,51
30,1,0.608169623818654,1,high,speed,2,12,52
30,1,1.01381893922431,1,high,speed,2,13,53
30,1,0.533748089954701,1,high,speed,2,14,54
30,1,0.75285866761115,1,high,speed,2,15,55
30,1,0.534869224993151,1,high,speed,2,16,56
30,1,,,high,speed,2,17,57
30,1,0.450342951687105,1,high,speed,2,18,58
30,1,0.807903607909256,0,high,speed,2,19,59
30,1,0.112502879777458,1,high,speed,2,20,60
30,1,0.667592554112866,1,low,speed,2,21,61
30,1,,,low,speed,2,22,62
30,1,0.57243788800989,1,low,speed,2,23,63
30,1,0.498740537053155,0,low,speed,2,24,64
30,1,0.518433978404738,1,low,speed,2,25,65
30,1,0.515826472708696,1,low,speed,2,26,66
30,1,0.779509590565237,0,low,speed,2,27,67
30,1,0.66191527880522,0,low,speed,2,28,68
30,1,0.850720960044191,0,low,speed,2,29,69
30,1,0.376367532450143,0,low,speed,2,30,70
30,1,0.66384706106186,1,low,speed,2,31,71
30,1,0.697628676248985,1,low,speed,2,32,72
30,1,0.799328883073584,1,low,speed,2,33,73
30,1,0.4141709303362,1,low,speed,2,34,74
30,1,0.794932583137784,1,low,speed,2,35,75
30,1,0.540642759073288,1,low,speed,2,36,76
30,1,0.357340888913977,1,low,speed,2,37,77
30,1,0.712359652943766,1,low,speed,2,38,78
30,1,0.420350355247368,1,low,speed,2,39,79
30,1,0.126943081675563,1,low,speed,2,40,80
